name,speech,month
Pete Buttigieg,"The American people want a pathway to citizenship, they wanted protections for Dreamers, we need to clean up the lawful immigration system- like how my father immigrated to this country, and as part of a comprise, we can do whatever common sense measures are needed at the border-",June
Savannah G.,Mayor-,June
Pete Buttigieg,But Washington can’t deliver on something the American people want. What does that tell you about the system we’re living in? It tells you-,June
Savannah G.,"Mayor, thank you.",June
Pete Buttigieg,It needs profound structural reform.,June
Savannah G.,"Vice President Biden, I believe you said that your healthcare plan would not cover undocumented immigrants. Could you explain your position?",June
Joe Biden,"I’m sorry, beg your pardon? I didn’t hear.",June
Savannah G.,"I believe at the show of hands, you did not raise your hand. Did you raise your hand?",June
Joe Biden,"Oh, no I did.",June
Savannah G.,"Okay, sorry. Sorry, so you said that they would be covered under your plan-",June
Joe Biden,Yeah.,June
Savannah G.,Which is different than Obamacare.,June
Joe Biden,"Yes, but here’s the thing-",June
Savannah G.,Can you explain that change?,June
Joe Biden,"Yes, you cannot let, as the Mayor said, you cannot let people who are sick- no matter where they come from, no matter what their status, go uncovered. You can’t do that. It’s just going to be taken care of period. You have to. It’s the humane thing to do.",June
Joe Biden,"But here’s the deal, the deal is that he’s right about three things. Number one, they in fact contribute to the wellbeing of the country, but they also, for example, they’ve increased the life span of Social Security because if they have a job, they’re paying the Social Security tax. That’s what they’re doing. It’s increasing the life span.",June
Joe Biden,"They would do the same thing in terms of reducing the overall cost of healthcare by them being able to be treated and not wait until they’re an extremist. The other thing is, folks, look we can deal with these insurance companies. We can deal with the insurance companies by number one, putting insurance executives in jail for their misleading advertising which they’re doing on opioids, what they’re doing paying doctors to prescribe.",June
Joe Biden,"We could be doing this by making sure everyone who is on Medicare, that the government should be able to negotiate the price for whatever the drug costs are. We can do this by making sure that we’re in a position that we in fact allow people-",June
Lester Holt,"Your time’s up.  Hold off for a minute, we need to take a short break here. We’ve got a lot more we need to talk to all of you about, so stick with us. We’re just getting started. We’ll be back with more from Miami right after this.",June
Lester Holt,Welcome back from Miami. Jose is going to lead off the questioning in this round.,June
Jose,"Thank you very much. Senator Harris, last month more than 130, 000 migrants were apprehended at the southern border. Many of them are being detained, including small children in private detention centers in Florida and throughout our country. Most of the candidates on this stage say the conditions of these facilities are abhorrent.",June
Jose,"On January 20, 2021, if you are President, what specifically would you do with the thousands of people who try to reach the United States every day and want a better life through asylum?",June
Kamala Harris,"Immediately, on January 20, 2021, I will first off… We cannot forget our DACA recipients, so I’m going to start there. I will immediately, by executive action, reinstate DACA status and DACA protection to those young people. I will further extend protection for deferral of deportation for their parents, and for veterans- who we have so many who are undocumented and have served our country and fought for our democracy.",June
Kamala Harris,"I will also immediately put in place a meaningful process for reviewing the cases for asylum. I will release children from cages. I will get rid of the private detention centers. And I will ensure that with this microphone that the President of the United States holds in her hand, is used in a way that is about reflecting the values of our country, and not about locking children up, separating them from-",June
Kamala Harris,"And not about locking children up, separating them from their parents. And I have to just say that we have to think about this issue in terms of real people. A mother, who pays a coyote to transport her child through their country of origin, through the entire country of Mexico, facing unknown peril, to come here. Why would that mother do that? I will tell you. Because she has decided for that child to remain where they are is worse. But what does Donald Trump do? He says, “Go back to where you came from.” That is not reflective of our America, and our values, and it’s got to end.",June
Jose,"Governor Hickenlooper. Governor Hickenlooper, day one at the White House, how do you respond?",June
Williamson,Deal with these children.,June
Jose,Let me get to you in just a second.,June
Williamson,I’m sorry.,June
Jose,"Governor, day one, thousands of men, women and children cross the border, asking for asylum for a better life. What do you do? Day one, hour one.",June
John H.,"Certainly the images we’ve seen this week just compound the emotional impact that the world is judging us by. If you’d ever told me any time in my life that this country would sanction federal agents to take children from the arms of their parents, put them in cages, actually put them up for adoption… In colorado, we call that kidnapping. I would’ve told you it was unbelievable.",June
John H.,"And the first thing we have to do is recognize the humanitarian crisis on the border for what it is. We make sure that there are sufficient facilities in place so that women and children are not separated from their families, that children are with their families. We have to make sure that ICE is completely reformed, and they begin looking at their job in a humanitarian way, where they’re addressing the whole needs of the people that they are engaged with along the border.",June
John H.,"And we have to make sure ultimately, that we provide not just shelter, but food, clothing, and access to medical care.",June
Jose,Ms. Williamson.,June
Williamson,"Yes, what Donald Trump has done to these children, and it’s not just in Colorado, Governor, you’re right, it is kidnapping. And it’s extremely important for us to realize that. If you forcibly take a child from their parent’s arms, you’re kidnapping them. And if you take a lot of children, and you put them in a detainment center, thus inflicting chronic trauma upon them, that’s called child abuse. This is called collective child abuse. And when this is crime, both of those things are a crime, and if your government does it, that doesn’t make it less of a crime. These are state sponsored crimes.",June
Williamson,"And what President Trump has done, is not only attack these children, not only demonize these immigrants, he is attacking a basic principle of America’s moral core. We open our hearts to the stranger. This is extremely important. And it’s also important for all of us, remember. And I have great respect for everyone who is on this stage, but we’re going to talk about what to do about healthcare? Well, where have you been guys, because it’s not just a matter of a plan. And I haven’t heard anybody on this stage who has talked about American Foreign policy in Latin America, and how we might have in the last few decades, contributed to something being more helpful.",June
Jose,"Senator Gillibrand, what would you do as President, with a reality?",June
Kirsten G.,"Well, one of the worst things about President Trump that he’s done to this country, is he has torn apart the moral fabric of who we are. When he started separating children at the border, from their parents, the fact that seven children have died at his custody, the fact that dozens of children have been separated from their parents, and they have no plan to reunite them. So I would do a few things. First I would fight for comprehensive immigration reform with a pathway to citizenship. Second, I would reform how we treat asylum seekers at the border. I would have a community based treatment center where you’re doing it within the communities, where asylum seekers are given lawyers, where there’s real immigration judges, not employees of the attorney general, but appointed for life, and have a community based system.",June
Kirsten G.,"I would fund border security. But the worst thing President Trump has done is he’s diverted the funds away from cross border terrorism, cross border human trafficking, drug trafficking, and gun trafficking, and he’s given that money to the for-profit prisons. I would not be spending money in for-profit prisons to lock up children and asylum seekers.",June
Jose,"We had a very spirited debate on this stage last night on the topic of decriminalization of the border. If you’d be so kind, raise your hand if you think it should be a civil offense, rather than a crime to cross the border without documentation. Can we keep the hands up so we can see them.",June
Pete Buttigieg,"Let’s remember that’s not just a theoretical exercise. That criminalization, that is the basis for family separation. You do away with that, it’s no longer possible. Of course, it wouldn’t be possible anyway in my presidency, because it is dead wrong.",June
Pete Buttigieg,"We’ve got to talk about one other thing, because the Republican party likes to cloak itself in the language of religion. Now, our party doesn’t talk about that as much, largely for a very good reason, which was we are committed to the separation of church and state, and we stand for people of any religion, and people of no religion.",June
Pete Buttigieg,"But we should call out hypocrisy when we see it. And for a party that associates itself with Christianity, to say that it is okay to suggest that God would smile on the division of families at the hands of federal agents, that God would condone putting children in cages, has lost all claim to ever use religious language again.",June
Jose,"Mr. Vice President, I don’t know if you raised your hand, or were just asking to speak. Would you decriminalize crossing the border without documents?",June
Joe Biden,"The first thing I would do, is unite families. I’d surge immediately, billions of dollars worth of help to the region, immediately.",June
Joe Biden,"Look, I talk about foreign policy. I’m the guy that got a bipartisan agreement at the very end of the campaign, at the very end of our term, to spend 740 million dollars to deal with the problem. And that was to go to the root cause of why people are leaving in the first place. It was working. We saw, as you know, a net decrease in the number of children who were coming. The crisis was abated. And along came this president, and he said he’d immediately discontinue that.",June
Joe Biden,"We all talk about these things. I did it. I did it. 740 million… Now look, second thing we have to do. The law now requires that reuniting those families. We would reunite those families, period. And if not, we’d put those children in a circumstance where they were safe, until we could find their parents.",June
Joe Biden,"And lastly, the idea that he’s in court with his justice department, saying children in cages do not need a bed, do not need a blanket, do not need a toothbrush, that is outrageous, and it should stop.",June
Jose,"Vice President, the Obama Biden administration deported more than three million Americans. My question to you is if an individual is living in the United States of America without documents, and that is his only offense, should that person be deported?",June
Williamson,No.,June
Joe Biden,"Depending if they committed a major crime, they should be deported. President Obama, I think, did a heck of a job. To compare him to what this guy is doing is absolutely, I find, close to immoral.",June
Joe Biden,"But the fact is, that look, we should not be locking people up. We should be making sure we change the circumstance, as we did, why they would leave in the first place. And those who come seeking asylum, we should immediately have the capacity to absorb them, keep them safe, until they can be heard.",June
Jose,"Fifteen second, if you wish to answer. Should someone who is here without documents, and that is his only offense, should that person be deported?",June
Joe Biden,That person should not be the focus of deportation. We should fundamentally change the way we deal with things.,June
Jose,Senator.,June
Williamson,I think it’s important…,June
Bernie Sanders,"I want to suggest that I agree with a lot of what Kamala just said. And that is on day one, we take out our executive order pen, and we rescind every damn thing on this issue, that Trump has done.",June
Bernie Sanders,"Number two, picking up on the point that Joe made. We got to look at the root causes. And you have a situation where Honduras, among other things, is a failing state, massive corruption. You’ve got gangs who are telling families, that if a ten year old does not join that gang, that family is going to be killed.",June
Bernie Sanders,What we have got to do on day one is invite the Presidents and the leadership of Central America and Mexico together. This is a hemisphere problem that we have got to address.,June
Jose,Thank you. Congressman Swalwell. What do you do?,June
Eric Swalwell,Day one?,June
Jose,"No. If someone is here without documents, and that is their only offense, is that person to be deported.",June
Eric Swalwell,"No. That person can be a part of this great American experience. That person can contribute. My congressional district is one of the most diverse in America, and we see the benefits when people contribute, and they become a part of the community, and they’re not in the shadow economy.",June
Eric Swalwell,"Day one for me, families are reunited. This President, though, for immigrants, there’s nothing he will not do to separate a family, cage a child, or erase their existence by weaponizing the census. And there is nothing that we cannot do in the courts, and that I will not do as president to reverse that, and to make sure that families always belong together.",June
Jose,Senator Harris.,June
Kamala Harris,"Well, thank you. I will say no, absolutely not. They should not be deported. And I actually… This was one of the very few issues with which I disagreed with the administration, with whom I otherwise had great relationship, and a great deal of respect. But on the secure communities issue, I was Attorney General of California. I led the second largest Department of Justice in The United States, second only to The United States Department of Justice in a state of 40 million people. And on this issue, I disagreed with my President, because the policy was to allow deportation of people, who by ICE’s own definition were non-criminals.",June
Kamala Harris,"So as attorney general, and the Chief Law Officer of the state of California, I issued a directive to the sheriffs of my state, that they did not have to comply with detainers, and instead, should make decisions based on the best interest of public safely of their community. Because what I saw, and I was tracking it every day, I was tracking it and saw that parents, people who had not committed a crime, even by ICE’s own definition, were being deported.",June
Kamala Harris,"But I have to add a point here. The problem with this kind of policy, and I know it as a prosecutor. I want rape victim to be able to run in the middle of the street and wave down a police officer and report the crime against her. I want anybody who has been the victim of any real crime to be able to do that, and not be afraid that if they do that, they will be deported, because the abuser will tell them it is they who is the criminal. It is wrong. It is wrong.",June
Lester Holt,"Senator. We’re going to turn to the issue of trade now, if we can. Last night, we asked the candidates on this stage, to name the greatest geopolitical threat facing the US. Four of them mentioned China. US businesses say China steals our intellectual property, and party leaders on both sides accuse China of manipulating their currency to keep the cost of goods artificially low.",June
Lester Holt,"I’ll ask this to Senator Bennet, to start off with. How would you stand up to China.",June
Bennett,"I think that first of all, the biggest threat to our national security right now is Russia, not China. And second, on China, we’ve got competition… Because of what they’ve done with our election. In China, I think the President’s been right to push back on China, but has done it in completely the wrong way.",June
Bennett,"We should mobilize the entire rest of the world, who all have a shared interest in pushing back on China’s mercantilist trade policies, and I think we can do that.",June
Bennett,"I’d like to answer the other question before this, as well.",June
Lester Holt,You have the time.,June
Bennett,"When I see these kids at the border, I see my mom, because I know she sees herself, because she was separated from her parents for years during the Holocaust in Poland.",June
Bennett,"And for Donald Trump to be doing what he’s doing to children and their families at the borders… I say this as somebody who wrote the immigration bill in 2013, that created a pathway to citizenship for 11 million people in this country, that had the most progressive Dream Act that’s every been conceived, much less passed. It got 68 votes in the Senate. That had 46 billion dollars of border security in it. That was sophisticated 21st Century border security, not a medieval wall.",June
Lester Holt,"Senator, your time.",June
Bennett,"And the President has turned the border of the United States into a symbol of nativist hostility, that the whole world is looking at, when what we should be represented by, is the Statue of Liberty, which has brought my parents to this country to begin with. We need to make a change.",June
Lester Holt,"Mr. Yang, let me bring you in on this, on the issue of China. You have expressed a lot of concerns about technology, and taking jobs. Are you worried about China, and if so, how would you stand up against it.",June
Andrew Yang,"Well, I just want to agree that I think Russia is our greatest geopolitical threat, because they’ve been hacking our democracy successfully, and they’ve been laughing their asses off about it for the last couple of years. So we should focus on that before we start worrying about other threats.",June
Andrew Yang,"Now, China, they do pirate our intellectual property. It’s a massive problem. But the tariffs and the trade war are just punishing businesses and producers and workers on both sides. I met with a farmer in Iowa who said he spent six years building up a buying relationship in China that’s now disappeared and gone forever. And the beneficiaries have not been American workers or people in China. It’s been Southeast Asia and other producers that have then stepped into the void.",June
Andrew Yang,"So we need to crack down on Chinese malfeasance in the trade relationship, but the tariffs and the trade war are the way to go.",June
Lester Holt,"Mayor Buttigieg, how would you stand up against China?",June
Pete Buttigieg,"First of all, we’ve got to recognize that the China challenge really is a serious one. This is not something to dismiss or wave away. And if you look at what China is doing, they’re using technology for the perfection of dictatorship. But their fundamental economic model isn’t going to change because of some tariffs.",June
Pete Buttigieg,"I live in the industrial Midwest. Folks who aren’t in the shadow of a factory, or somewhere near a soy field where I live. And manufacturers, and especially soy farmers, are hurting. Tariffs are taxes, and Americans are going to pay on average 800 dollars more a year, because of these tariffs.",June
Pete Buttigieg,"Meanwhile, China is investing, so that they could soon be able to run circles around us in artificial intelligence. And this President is fixated on the kind of relationship as if all that mattered was the export balance on dishwashers. We’ve got a much bigger issue on our hands.",June
Pete Buttigieg,"But in a moment when their authoritarian model is being held up as an alternative to ours, because ours looks so chaotic compared to theirs right now, because of our internal divisions, the biggest thing we’ve got to do is invest in our own domestic competitiveness.",June
Lester Holt,"All right Mayor, thank you.",June
Pete Buttigieg,"If we disinvest in our own infrastructure, education, we are never going to be able to compete. And if we really want to be an alternative, a democratic alternative, we actually have to demonstrate that we care about democratic values at home and around the world.",June
Lester Holt,Thank you for your input.,June
Savannah G.,"We’ve got a good debate so far. We’re going to take a quick break here, candidates. When we come back, the questioning continues with our colleagues. Chuck Todd, Rachel Maddow will be here. Much more with our candidates, straight ahead.",June
Chuck Todd,"For this first debate. We’ve heard from 10 of them from last night. We’re hearing from 10 more tonight. Breakdown for each night was selected at random. Candidates will have 60 seconds to answer direct questions, 30 seconds for followups if necessary.",June
Rachel Maddow,Because of this large field of candidates not every person will be able to comment on everything but the less audience reaction there is the more time they will all get.,June
Rachel Maddow,"Over the course of the next hour we will hear from all of these candidates but we are going to begin this hour with Mayor Buttigieg. In the last five years, civil rights activists in our country have led a national debate over race and the criminal justice system.",June
Rachel Maddow,"Your community of South Bend, Indiana has recently been in uproar over an officer-involved shooting. The police force in South Bend is now 6% black in a city that is 26% black. Why has that not improved over your two terms as mayor?",June
Pete Buttigieg,Because I couldn’t get it done. My community is in anguish right now because of an officer-involved shooting. A black man Eric Logan killed by a white officer. I’m not allowed to take sides until the investigation comes back. The officer says he was attacked with a knife but he didn’t have his body camera on. It’s a mess. We’re hurting.,June
Pete Buttigieg,"I could walk you through all of the things we have done as a community, all of the steps that we took from bias training to deescalation but it didn’t save the life of Eric Logan. When I look into his mother’s eyes I have to face the fact that nothing that I say will bring him back.",June
Pete Buttigieg,"This is an issue that is facing our community and so many communities around the country. Until we move policing out from the shadow of systemic racism, whatever this particular incident teaches us, we will be left with the bigger problem of the fact that there’s a wall of mistrust put up one racist act at a time. Not just from what’s happened in the past but from what’s happening around the country in the present.",June
Pete Buttigieg,"It threatens the wellbeing of every community. I am determined to bring about a day when a white person driving a vehicle and a black person driving a vehicle, when they see a police officer approaching feels the exact same thing. A feeling not of fear but of safety.",June
Rachel Maddow,That’s time.,June
Pete Buttigieg,I am determined to bring that day about.,June
Rachel Maddow,"Thank you, Mr. Mayor.",June
John H.,Mayor Buttigieg. . If I could ask one question just because I think …,June
Rachel Maddow,"Governor, I’ll give you 30 seconds.",June
John H.,"I think that the question they’re asking in South Bend, I think it’s seen across the country as why has it taken so long? We had a shooting when I first became mayor 10 years before Ferguson and the community came together and we created an office of the independent moderates, a civilian oversight commission. We diversified the police force in two years. We actually did deescalation training.",June
John H.,I think the real question that America should be asking is why five years after Ferguson every city doesn’t have this level of police accountability?,June
Rachel Maddow,"Governor Hickenlooper, thank you.",June
Pete Buttigieg,"I’ve got to respond to that. Look, we’ve taken so many steps towards police accountability. The FOP just denounced me for too much accountability. We’re obviously not there yet. I accept responsibility for that because I am in charge.",June
John H.,camera wasn’t on and that was a policy and you should fire the chief.,June
Pete Buttigieg,"Under Indiana law, this will be investigated and there will be accountability for the officer involved.",June
John H.,But you’re the mayor. You should fire the chief. If that’s the policy and someone died.,June
Marianne W.,"All of these issues are extremely important but there are specifics. There are symptoms. The underlying cause has to do with deep, deep, deep realms of racial injustice both in our criminal justice system and in our economic system.",June
Marianne W.,The Democratic party should be on the side of reparations for slavery for this very reason. I do not believe that the average American is a racist but the average American is woefully undereducated about the history of race in the United States.,June
Rachel Maddow,"Ms. Williamson, thank you very much .",June
Chuck Todd,"Vice President Biden, we’re going to get to you. Hang on. We’re going to get .",June
Kamala Harris,stage I would like to speak on the issue of race.,June
Rachel Maddow,Senator Harris .,June
Kamala Harris,What I will say is that I .,June
Rachel Maddow,"Preface this, we will give you 30 seconds. We’re going to come back to you on this again in just a moment. Go for 30 seconds.",June
Kamala Harris,"Okay. On the issue of race I couldn’t agree more that this is an issue that is still not being talked about truthfully and honestly. There is not a black man I know, be he a relative, a friend, or a coworker who has not been the subject of some form of profiling or discrimination.",June
Kamala Harris,Growing up my sister and I had to deal with the neighbor who told us her parents said couldn’t play with us because we were black.,June
Kamala Harris,I will say also that in this campaign we’ve also heard … I’m going to now direct this at Vice President Biden. I do not believe you are a racist. I agree with you when you commit yourself to the importance of finding common ground.,June
Kamala Harris,I also believe … It’s personal. It was actually hurtful to hear you talk about the reputations of two United States senators who built their reputations and career on the segregation of race in this country.,June
Kamala Harris,It was not only that but you also worked with them to oppose busing. There was a little girl in California who was part of the second class to integrate her public schools. She was bused to school every day. That little girl was me.,June
Kamala Harris,"I will tell you that on this subject it cannot be an intellectual debate among Democrats. We have to take it seriously. We have to act swiftly. As Attorney General of California, I was very proud to put in place a requirement that all my special agents would wear body cameras and keep those cameras on.",June
Rachel Maddow,"Senator Harris, thank you. Vice President Biden, you have been invoked. We are going to  chance to respond. Vice President Biden.",June
Joe Biden,"It’s a mischaracterization of my position across the board. I do not praise racists. That is not true. Number one. Number two, if we want to have this campaign litigated on who supports civil rights and whether I did or not I’m happy to do that.",June
Joe Biden,"I was a public defender. I didn’t become a prosecutor. I came out and I left a good law firm to become a public defender when, in fact, my city was in flames because of the assassination of Dr. King. Number one.",June
Joe Biden,"Now number two as the Vice President of the United States I work with a man who, in fact, we worked very hard to see to it we dealt with these issues in a major, major way.",June
Joe Biden,The fact is in terms of busing the busing I never … You would have been able to go to school the same exact way because it was a local decision made by your city council. That’s fine. That’s one of the things I argued for that we should be breaking down these lines.,June
Joe Biden,"The bottom line here is, look, everything I’ve done in my career … I ran because of civil rights. I continue to think we have to make fundamental changes in civil rights. Those civil rights, by the way, include not just only African-Americans but the LGBT community.",June
Kamala Harris,"Vice President Biden, do you agree today, do you agree today, that you were wrong to oppose busing in America then?",June
Joe Biden,No.,June
Kamala Harris,Do you agree?,June
Joe Biden,I did not oppose busing in America. What I opposed is busing ordered by the Department of Education. That’s what I opposed. I did not oppose …,June
Kamala Harris,"Well, there was a failure of states to integrate public schools in America. I was part of the second class to integrate Berkeley, California public schools almost two decades after Brown v. Board of Education.",June
Joe Biden,Because your city council made that decision. It was a local decision.,June
Kamala Harris,That’s where the federal government must step in.,June
Joe Biden,.,June
Kamala Harris,That’s why we have the Voting Rights Act and the Civil Rights Act. That’s why we need to pass the Equality Act. That’s why we need to pass the ERA because there are moments in history where states fail to preserve the civil rights of all people.,June
Joe Biden,I have supported the ERA from the very beginning when I ran .,June
Chuck Todd,"Okay. Vice President Biden, 30 seconds because I want to bring other people into this.",June
Joe Biden,"I supported the ERA from the very beginning. I’m the guy that extended the Voting Rights Act for 25 years. We got to the place where we got 98 of the 98 votes in the United States Senate doing it. I’ve also argued very strongly that we, in fact, deal with the notion of denying people access to the ballot box. I agree that everybody wants … Anyway, my time is up. I’m sorry.",June
Chuck Todd,"Thank you, Vice President.",June
Marianne W.,All of these things have to do .,June
Chuck Todd,"Senator Sanders, Senator Sanders, I’m going to go to you on this. You said on the day you launched your campaign that voters should focus on what people stand for, not a candidate’s race or age or sexual orientation. Many Democrats are very excited by the diversity of this field, on this stage, and on last night’s stage, and the perspective that diversity brings to this contest and to these issues. Are you telling Democratic voters that diversity shouldn’t matter when they make this decision?",June
Bernie Sanders,"No. Absolutely not. Unlike the Republican party, we encourage diversity, we believe in diversity. That’s what America is about. In addition to diversity in terms of having more women, more people from the LGBT community, we also have to do something else.",June
Bernie Sanders,That is we have to ask ourselves a simple question. How come today the worker in the middle of our economy is making no more money than he or she made 45 years ago and that in the last 30 years the top 1% has seen a $21 trillion increase in their wealth.,June
Bernie Sanders,We need a party that is diverse but we need a party that has the guts to stand up to the powerful special interests who have so much power over the economic and political life of this country.,June
Chuck Todd,"Senator Gillibrand, I want to give you 30 seconds on this.",June
Kirsten G.,"Well, first of all, where Bernie left off we’ve heard a lot of good ideas on this stage tonight and a lot of plans. The truth is until you go to the root of the corruption the money in politics, the fact that Washington is run by the special interests, you are never going to solve any of these problems.",June
Kirsten G.,"I have the most comprehensive approach that experts agree is the most transformative plan to actually take on political corruption, to get money out of politics, through publicly- funded elections, to have clean elections.",June
Kirsten G.,"If we do that and get money out of politics we can guarantee healthcare as a right, not a privilege. We can deal with institutional racism, we can take on income inequality, and we can take on the corporate corruption that runs Washington.",June
Joe Biden,The first Constitutional amendment to do that was introduced by me when I was a young senator.,June
Chuck Todd,"Thank you, Vice President. We want to shift topics here. Senator Bennet, the next question is for you. On the issue of partisan gridlock, President Obama promised in 2012 that after his reelection Republicans would want to work with Democrats. The fever would break. That did not happen.",June
Chuck Todd,"Now Vice President Biden is saying the same thing, that if he is elected in 2020 both parties will want to work together. Should voters believe that somehow if there’s a Democratic president in 2021 that gridlock is going to magically disappear?",June
Michael Bennet,"Gridlock will not magically disappear as long as Mitch McConnell is there, first. Second, that’s why it is so important for us to win not just the presidency, to have somebody that can run in all 50 states, but to win the Senate as well.",June
Michael Bennet,"That’s why we have to propose policies that can be supported like Medicare so that we can build a broad coalition of Americans to overcome broken Washington, DC. I agree with what Senator Gillibrand was saying. I share a lot of her views.",June
Michael Bennet,We need to end gerrymandering. We need to end political gerrymandering in Washington. The court today said they couldn’t do anything about it. We need to overturn Citizens United. The court was the one that gave us Citizens United and the attack on voting rights in Shelby vs Holder is something we need to deal with.,June
Michael Bennet,"All of those things has happened since Vice President Biden was in the Senate. We face structural problems that we have to overcome with a broad coalition. It’s the only way we can do it. We need to root out the corruption in Washington, expand people’s right to get to the polls, and I think then we can succeed.",June
Chuck Todd,"Vice President Biden, 30 seconds. It does sound as if you haven’t seen what’s been happening in the United States Senate over the last 12 years. It didn’t happen. Why?",June
Joe Biden,I have seen what happened. Just since we were Vice President. We needed three votes to pass an $800 recovery act that kept us from going into a depression. I got three votes changed. We needed to be able to keep the government from shutting down and going bankrupt. I got Mitch McConnell to raise taxes $600 billion by raising the top rate.,June
Joe Biden,As recently as after President got elected I was able to put together a coalition of  that billions of dollars go into cancer research bipartisan.,June
Joe Biden,"Sometimes you can’t do that. Sometimes you just have to go out and beat them. I went into 20 states, over 60 candidates, and guess what? We beat them. We won back the Senate.",June
Chuck Todd,Thank you.,June
Michael Bennet,"Chuck, the problem with what the Vice President …",June
Chuck Todd,30 seconds.,June
Michael Bennet,No. The problem …,June
Chuck Todd,30 seconds. Go ahead.,June
Michael Bennet,Sometimes you do have to beat them but the deal that he talked about with Mitch McConnell was a complete victory for the Tea Party. It extended the Bush tax cuts permanently. The Democratic party had been running against that for 10 years. We lost that economic argument because that deal extended almost all those Bush tax cuts permanently and put in place the mindless cuts that we still are dealing with today that are called the sequester. That was a great deal for Mitch McConnell. It was a terrible deal for America.,June
Kirsten G.,.,June
Chuck Todd,"Thank you, Senator Bennet.",June
Kirsten G.,.,June
Chuck Todd,Go ahead. 30 seconds.,June
Kirsten G.,You heard from the Republicans that the reason why the Trump tax cut had to be passed is because they had to pay back their donors. You heard it. They actually said those words.,June
Kirsten G.,"The corruption in Washington is real. It is something that makes every one of the plans we’ve heard about over the last several months impossible. I have the most comprehensive approach to do it with clean elections, publicly-funded elections.",June
Kirsten G.,We restore the power of our democracy into the hands of the voters. Not into the Koch brothers. We were talking about issues. We’re in Florida. Imagine the Parkland kids having as much power in our democracy as the Koch brothers or the NRA. Imagine their voices carrying farther and wider than anyone else because their voice is needed. .,June
Chuck Todd,"Senator Gillibrand, I’m trying to get everybody in here.",June
Kirsten G.,"As President, it’s the first thing I’m going to do because nothing else is possible, whether it’s education or healthcare or ending institutional racism.",June
Chuck Todd,Thank you very much.,June
Rachel Maddow,"Senator Sanders, I’d like to put a different question to you. Roe vs Wade has been the law of the land since 1973. Now that there is a conservative majority on the Supreme Court several Republican controlled states have passed laws to severely restrict or even ban abortion.",June
Rachel Maddow,One of those laws could very well make it to the Supreme Court during your presidency if you are elected president. What is your plan if Roe is struck down in the court while you’re president?,June
Bernie Sanders,"Well, my plan as somebody who believes for a start that a woman’s right to control her own body is a constitutional right that government and politicians should not infringe on that right. We will do everything we can to defend Roe vs Wade.",June
Bernie Sanders,"Second of all, let me make a promise here. You ask about a litmus test. My litmus test is I will never appoint, nominate, any justice to the Supreme Court unless that justice is 100% clear he or she will defend Roe v. Wade.",June
Bernie Sanders,"Third of all, I do not believe in packing the court. We got a terrible 5-4 majority conservative court right now. I do believe that constitutionally we have the power to rotate judges to other courts. That brings new blood into the Supreme Court and a majority I hope that will understand that a woman has the right to control her own body and that corporations cannot run .",June
Rachel Maddow,Hold on. I’m going to give you 10 additional seconds because the question is what if the court has already overturned Roe and Roe is gone? All of the things you just described would be to try to preserve Roe. If Roe is gone what could you do as president to preserve abortion rights?,June
Bernie Sanders,"Well, first of all, let me tell you this. It didn’t even come up yet but let’s taste this. Medicare For All guarantees every woman in this country the right to have an abortion if she wants it.",June
Rachel Maddow,"Thank you, Senator.",June
Kirsten G.,"Can I just address this for a second? I want to talk directly, directly, to America’s women and the men who love them. Women’s reproductive rights are under assault by President Trump and the Republican party. 30 states are trying to overturn Roe v Wade right now.",June
Kirsten G.,"It is mind-boggling to me that we are debating this on this stage in 2019 among Democrats whether women should have access to reproductive rights. I think we have to stop playing defense and start playing offense. Let me tell you one thing about politics because it goes to the corruption and the deal making. When the door is closed and the negotiations are made there are conversations about women’s rights and compromises have been made on our backs. That’s how we got to Hyde. That’s how the Hyde Amendment was created, a compromise by leaders of both parties.",June
Kirsten G.,"Then we have the ACA. During the ACA negotiation I had to fight like heck with other women to make sure that contraception wasn’t sold down the river or abortion services. What we need to know is … Imagine this one question. When we beat President Trump and Mitch McConnell walks into the Oval Office, God forbid, to do negotiations who do you want when that door closes to be sitting behind that desk to fight for women’s rights?",June
Kirsten G.,I have been the fiercest advocate for women’s reproductive freedom for over a decade. I promise you as president when that door closes I will guarantee women’s reproductive freedom no matter what.,June
Rachel Maddow,"Senator, thank you.",June
Chuck Todd,"Thank you. We’re moving to climate. We’re moving to climate, guys. Senator Harris, I’m addressing you first on this. You live in a state that has been hit by drought, wildfires, flooding. Climate change is a major concern for voters in your state. It’s pretty obvious. Obviously the state as well.",June
Chuck Todd,Last night voters heard many of the candidates weigh in on their proposals. Explain specifically what yours is.,June
Kamala Harris,"Well, first of all, I don’t even call it climate change. It’s the climate crisis. It represents an existential threat to us as a species. The fact that we have a President of the United States who has embraced science fiction over science fact would be to our collective peril.",June
Kamala Harris,I visited while the embers were smoldering the wildfires in California. I spoke with firefighters who were in the midst of fighting a fire while their own homes were burning.,June
Kamala Harris,On this issue it is a critical issue that is about what we must do to confront what is immediate and before us right now. That is why I support a Green New Deal. It is why I believe on day one and as president I will reenter us in the Paris Agreement because we have to take these issues seriously.,June
Kamala Harris,"Frankly, we have a President of the United States … We talked about, you asked before what is the greatest national security threat to the United States? It’s Donald Trump.",June
